# บ้านไท ฮาร์ดแวร์ Shopee · 687 รายการ · อัปเดต 2026-09-06 · ไม่มีราคา/สต๊อก · ลิงก์=shopee.co.th/product/54723061/<id>
id	ชื่อสินค้า	หมวด	หมวดย่อย	แบรนด์	ตัวเลือก
27173288625	(1ใบ) กระสอบขาว ใหม่ ขนาด 50กก. 24x37 นิ้ว กระสอบปุ๋ยยูเรีย ใส่ข้าวเปลือก ใส่ข้าวสาร แพ็ค100ใบ เม็ดพลาสติกเกรด A	เกษตร-สวน	ยากำจัดวัชพืช-ปุ๋ย-กำจัดสัตว์		
24203793439	กรงดักหนู โครงหนา สปริงคู่ กรงดักหนูนา เคลือบสีดำ	เกษตร-สวน	ยากำจัดวัชพืช-ปุ๋ย-กำจัดสัตว์		ใหญ่ / เล็ก / กลาง
50064774038	คายีซาเรส กลูโฟซิเนต แอมโมเนียม กำจัดวัชพืชปราบยาก หญ้า ขนาด 4ลิตร สำหรับวัชพืชใบแคบและใบกว้าง ปลอดภัยสูงต่อพืชประธาน	เกษตร-สวน	ยากำจัดวัชพืช-ปุ๋ย-กำจัดสัตว์		
51914780793	คายีซาเรส ยกลัง x3แกลลอน กลูโฟซิเนต แอมโมเนียม กำจัดวัชพืชปราบยาก หญ้า สำหรับวัชพืชใบแคบ ใบกว้าง ปลอดภัยสูงต่อพืชประธาน	เกษตร-สวน	ยากำจัดวัชพืช-ปุ๋ย-กำจัดสัตว์		
47714800863	คายีซาเรส ยกลัง x6แกลลอน กลูโฟซิเนต แอมโมเนียม กำจัดวัชพืชปราบยาก หญ้า สำหรับวัชพืชใบแคบ ใบกว้าง ปลอดภัยสูงต่อพืชประธาน	เกษตร-สวน	ยากำจัดวัชพืช-ปุ๋ย-กำจัดสัตว์		
47813839942	(โปร) กลูโฟซิเนต "ปลาแดง" สูตรฝาเขียว ฟาสเบิร์น ตุยไว กลูโฟซิเนต แอมโมเนียม กำจัดวัชพืช หญ้า ขนาด 4ลิตร	เกษตร-สวน	ยากำจัดวัชพืช-ปุ๋ย-กำจัดสัตว์		
51606126809	(โปร) มาคายี กลูโฟซิเนต แอมโมเนียม กำจัดวัชพืช หญ้า ขนาด 4ลิตร	เกษตร-สวน	ยากำจัดวัชพืช-ปุ๋ย-กำจัดสัตว์	หวีทอง	
43278745157	(โปร) มาคายี (ยกลัง x6แกลลอน) กลูโฟซิเนต แอมโมเนียม กำจัดวัชพืช หญ้า ขนาด 4ลิตร	เกษตร-สวน	ยากำจัดวัชพืช-ปุ๋ย-กำจัดสัตว์	หวีทอง	
29145264485	ฟิบฟับ กลูโฟซิเนต แอมโมเนียม กำจัดวัชพืช หญ้า สูตรฟาสเบิร์น ทนฝน ขนาด 4ลิตร	เกษตร-สวน	ยากำจัดวัชพืช-ปุ๋ย-กำจัดสัตว์		
41621864023	มาคายี กลูโฟซิเนต แอมโมเนียม กำจัดวัชพืช หญ้า ขนาด 4ลิตร	เกษตร-สวน	ยากำจัดวัชพืช-ปุ๋ย-กำจัดสัตว์	หวีทอง	
44421872075	มาคายี (ยกลัง x6แกลลอน) กลูโฟซิเนต แอมโมเนียม กำจัดวัชพืช หญ้า ขนาด 4ลิตร	เกษตร-สวน	ยากำจัดวัชพืช-ปุ๋ย-กำจัดสัตว์	หวีทอง	
28000242433	**ยกกล่อง 12 กระป๋อง** เชนไดร้ท์ สเปรย์ กำจัด มด ปลวก แมลง แมลงสาป ขนาด 450-600 มล. ของแท้ ยา ยาฆ่าแมลง ยาฉีด ไร้กลิ่น	เกษตร-สวน	ยากำจัดวัชพืช-ปุ๋ย-กำจัดสัตว์	Chaindrite(เชนไดร้ท์)	450ML / 12 กระป๋อง / 600ML / 12 กระป๋อง
52813825275	(ยกลังx6ขวด)กลูโฟซิเนต "ปลาแดง" สูตรฝาเขียว ฟาสเบิร์น ตุยไว กลูโฟซิเนต แอมโมเนียม กำจัดวัชพืช หญ้า ขนาด 4ลิตร	เกษตร-สวน	ยากำจัดวัชพืช-ปุ๋ย-กำจัดสัตว์		
56213819893	(ยกลัง x6ขวด) ฟิบฟับ กลูโฟซิเนต แอมโมเนียม กำจัดวัชพืช หญ้า สูตรฟาสเบิร์น ทนฝน ขนาด 4ลิตร	เกษตร-สวน	ยากำจัดวัชพืช-ปุ๋ย-กำจัดสัตว์		
23189814613	**100ชิ้น** สปริงเกอร์รดน้ำ ใบพัดสเตนเลส หัวสปริงเกอร์ (โครงนุ่นจุกดำ) ระบบน้ำ ช่วยในการรดน้ำต้นไม้ คุ้มค่า	เกษตร-สวน	อุปกรณ์รดน้ำ-ตัดแต่งต้นไม้		
24773524043	(1 ชิ้น) สปริงเกอร์รดน้ำ ใบพัดสเตนเลส หัวสปริงเกอร์ (โครงนุ่นจุกดำ) ระบบน้ำ ช่วยในการรดน้ำต้นไม้ คุ้มค่า ราคาถูก	เกษตร-สวน	อุปกรณ์รดน้ำ-ตัดแต่งต้นไม้		
58110354652	(5 ใบ) กระถาง Air Pot กระถางเร่งราก ขนาด 12.5 และ 15 นิ้ว กระถางปลูกต้นไม้ ระบายอากาศดี ลดรากเน่า	เกษตร-สวน	อุปกรณ์รดน้ำ-ตัดแต่งต้นไม้		สีขาว 15 / สีอิฐ 15 / สีน้ำตาล 15 / สีดำ 12.5 / สีขาว 12.5 / สีอิฐ 12.5 / สีดำ 15
9422285567	หัวฉีดน้ำ ปืนฉีดน้ำ ปืนฉีดน้ำล้างรถ ปืนฉีดน้ำทำสวน Baisagay รุ่น 0821C ปรับได้ 6 รูปแบบ	เกษตร-สวน	อุปกรณ์รดน้ำ-ตัดแต่งต้นไม้		
50753225337	10คู่ ถุงเท้าข้อสั้นหมี ถุงเท้าข้อสั้น คละสี ลายการ์ตูน พร้อมถุง	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		
57503213968	[10คู่ แถม 10คู่] ถุงเท้าแฟชั่น ข้อสั้น สีพื้น ถุงเท้าใส่ได้ทั้งหญิง ชาย (ราคาต่อ 10-20คู่)	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		สีดำข้อสั้น 10คู่ / สีเทาข้อสั้น 10คู่ / สีขาวข้อสั้น 10คู่ / สีดำข้อสั้น (20คู่) / สีเทาข้อสั้น (20คู่) / สีขาวข้อสั้น (20คู่)
26727155801	(12คู่) ถุงเท้าทำงาน ข้อยาวคลุมตาตุ่ม ถุงเท้าสปอร์ต ฟรีไซส์ ขนาด39-43 Sport คละลาย ออกกำลังกาย ถุงเท้าผู้ชาย	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		
42809444077	(12คู่) ถุงเท้านักเรียน สีขาวพื้นเทา ข้อสั้น ถุงเท้าฟรีไซส์ คลุมตาตุ่ม ขนาด39-43 หนานุ่ม ออกกำลังกาย ถุงเท้าผู้ชาย	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		
29742339031	(12คู่) ถุงเท้าสีดำล้วน ใส่ทำงาน ข้อยาวคลุมตาตุ่ม ถุงเท้าฟรีไซส์ ขนาด39-43 หนานุ่ม ออกกำลังกาย ถุงเท้าผู้ชาย	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		
28934122918	(12ชุด) ช้อน ช้อนสั้น สแตนเลส ตราม้าคู่ มาตราฐาน ช้อนกินข้าว	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		
29334122687	(12ชุด) ช้อนส้อม ช้อนยาว สแตนเลส ตราม้าคู่ มาตราฐาน ช้อนกินข้าว	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		
28984130719	(144ชิ้น) ช้อน ช้อนสั้น สแตนเลส ตราม้าคู่ มาตราฐาน ช้อนกินข้าว	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		
29284119852	(144ชุด) ช้อนส้อม ช้อนยาว สแตนเลส *กล่องใหญ่* ตราม้าคู่ มาตราฐาน ช้อนกินข้าว	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		
29168324772	(1แถม1) ร่มสนาม ร่มชายหาด ร่มแม่ค้า กันแดด 34นิ้ว กันUV เคลือบด้านใน น้ำหนักเบา พกพาสะดวก	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		
24975751762	(1ใบ) หมวกเซฟตี้ นิรภัย กันกระแทก หมวกวิศวะ กันน็อค safety helmet งานก่อสร้าง ราคาถูก คุณภาพดี	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		สีน้ำเงิน / สีแดง / สีเหลือง / สีขาว / สีส้ม / สีเขียว
24377186415	(1ม้วน) สายเอ็น เอ็นใส เชือกเอ็น เอ็นตกปลา คุ้มค่า ราคาถูก เหนียว ทน ม้วนใหญ่ เบอร์ 40 - 200 ตราระกา	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		80 / 50 / 60 / 100 / 40 / 120 / 90 / 70 / 150 / 200
25876395122	(1ห่อ) เชือกโปลีสี ด้ายสี เบอร์ 6 สำหรับขึงแนว วัดระดับ ไจสี ด้ายไจสี ด้ายถักอวน DIY เล่นว่าว	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		สีส้ม / สีเหลือง / สีฟ้า / สีน้ำเงิน / สีเขียวสด / สีเขียวอ่อน (สะท้อน) / สีเหลืองอ่อน(สะท้อน) / สีชมพู / สีแดงเลือดนก / สีแดงสด / สีม่วง
26727147095	(1โหล) ถุงเท้าสีดำ ถุงเท้าผู้ชาย ผู้หญิง ขายยกแพ็ค ไว้ใส่ทำงาน ข้อยาวคลุมตาตุ่ม ถุงเท้าฟรีไซส์ หนานุ่ม ออกกำลังกาย	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		
41274424613	(1โหล) ถุงเท้าสีดำ รุ่นข้อใหญ่ สำหรับผู้ชาย ไว้ใส่ทำงาน ข้อยาวคลุมตาตุ่ม ถุงเท้าฟรีไซส์ หนานุ่ม ออกกำลังกาย ไม่รัดข้อขา	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		60คู่ / 12คู่
57253220523	(20คู่) ถุงเท้าข้อสั้นหมี ถุงเท้าข้อสั้น คละสี ลายการ์ตูน พร้อมถุง	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		
9595513115	เชือกฟาง ปอฟาง 200กรัม เชือกมัดของ เชือกปอ อย่างหนา คละสี	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		
25973250442	ถุงหิ้ว ถุงหิ้วน้ำ "นกแก้วเขียว" ใบตองหนา สองธงเขียวหนา ใส่อาหารได้ ไรกลิ้น คุณภาพดี เกรด A ถูกที่สุด ของใหม่จากโรงงาน	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว	นกแก้ว	6x12 นิ้ว / 12x12 นิ้ว / 6x11 นิ้ว
27859080019	ไม้แขวนเสื้อ สีขาว มินิมอล แพ็ค6ชิ้น ไม้แขวนพลาสติก เกรดห้าง	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		สีดำ / สีขาว
27709075276	ไม้แขวนเสื้อ สีขาว มินิมอล ยกลัง36ชิ้น ไม้แขวนพลาสติก แขวนผ้า เกรดห้าง 6แพ็ค	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		สีขาว / สีดำ
24727179192	**ยกกล่อง 6ม้วน** สายเอ็น เอ็นใส เชือกเอ็น เอ็นตกปลา คุ้มค่า ราคาถูก เหนียว ทน ม้วนใหญ่ เบอร์ 40 - 200 ตราระกา	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		60 / 150 / 200 / 120 / 70 / 40 / 80 / 50 / 90 / 100
27218332115	ร่มสนาม ร่มชายหาด ร่มแม่ค้า กันแดด 34นิ้ว กันUV เคลือบด้านใน น้ำหนักเบา พกพาสะดวก	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว		
11662757729	สายวัดที่ใยแก้ว META ของแท้ 20 เมตร 30 เมตร 40 เมตร 50 เมตร	ของใช้ในบ้าน-ทำความสะอาด	ของใช้ทั่วไป-ครัว	Meta(เมต้า)	15เมตร / 20เมตร / 25เมตร / 30เมตร / 40เมตร / 50เมตร / 10เมตร
24728595490	( 1 กล่อง) ชอล์คขาว ROBIN ชอล์กเขียนกระดาน ชอล์ค ไร้ฝุ่น ชอล์คขาว/ชอล์กสี Robin ไร้สารพิษ ฝุ่นน้อย	ของใช้ในบ้าน-ทำความสะอาด	เครื่องเขียน	Robin(โรบิ้น)	
25176139157	(1ชิ้น) ปากกาเมจิกไพล็อต PILOT ปากกาเมจิกหัวแหลม ปากกาเคมีรุ่น SDR-200	ของใช้ในบ้าน-ทำความสะอาด	เครื่องเขียน	Pilot(ไพล็อท)		สีดำ / สีน้ำเงิน / สีแดง
25074216831	( 1ด้าม ) ปากกาเคมี2หัว ตราม้า ปากกามาร์คเกอร์ คุ้มค่า คุ้มราคา	ของใช้ในบ้าน-ทำความสะอาด	เครื่องเขียน	Horse(ตราม้า)	สีแดง / สีดำ / สีน้ำเงิน
25776141661	**ยกกล่อง12ชิ้น** ปากกาเมจิกไพล็อต PILOT ปากกาเมจิกหัวแหลม ปากกาเคมีรุ่น SDR-200	ของใช้ในบ้าน-ทำความสะอาด	เครื่องเขียน	Pilot(ไพล็อท)		สีแดง / สีดำ / สีน้ำเงิน
25478590343	**ยกแพ็ค 10กล่อง** ชอล์คขาว ROBIN ชอล์กเขียนกระดาน ชอล์ค ไร้ฝุ่น ชอล์คขาว/ชอล์กสี Robin ไร้สารพิษ ฝุ่นน้อย	ของใช้ในบ้าน-ทำความสะอาด	เครื่องเขียน	Robin(โรบิ้น)	
27874886717	(10ถุง) ผงซักฟอกชัวร์ SURE 350g ผงซักผ้า ราคาถูก แฟ๊บ หอมยาว ใช้ได้นาน สำหรับฝาหน้า	ของใช้ในบ้าน-ทำความสะอาด	น้ำยา-ผงซักฟอก-เคมีทำความสะอาด		
27824880998	(1ถุง) ผงซักฟอกชัวร์ ถุงใหญ่ SURE 1800g ผงซักผ้า ราคาถูก แฟ๊บ หอมยาว ใช้ได้นาน สำหรับฝาหน้า	ของใช้ในบ้าน-ทำความสะอาด	น้ำยา-ผงซักฟอก-เคมีทำความสะอาด		
29624895767	(1ถุง) ผงซักฟอกชัวร์ SURE 350g ผงซักผ้า ราคาถูก แฟ๊บ หอมยาว ใช้ได้นาน สำหรับฝาหน้า	ของใช้ในบ้าน-ทำความสะอาด	น้ำยา-ผงซักฟอก-เคมีทำความสะอาด		
29024876849	(3ถุง) ผงซักฟอกชัวร์ ถุงใหญ่ SURE 1800g ผงซักผ้า ราคาถูก แฟ๊บ หอมยาว ใช้ได้นาน สำหรับฝาหน้า	ของใช้ในบ้าน-ทำความสะอาด	น้ำยา-ผงซักฟอก-เคมีทำความสะอาด		
24390959471	(3ถุง) ผงซักฟอกชัวร์ SURE 350g ผงซักผ้า ราคาถูก แฟ๊บ หอมยาว ใช้ได้นาน สำหรับฝาหน้า	ของใช้ในบ้าน-ทำความสะอาด	น้ำยา-ผงซักฟอก-เคมีทำความสะอาด		
27274872291	(5ถุง) ผงซักฟอกชัวร์ ถุงใหญ่ SURE 1800g ผงซักผ้า ราคาถูก แฟ๊บ หอมยาว ใช้ได้นาน สำหรับฝาหน้า	ของใช้ในบ้าน-ทำความสะอาด	น้ำยา-ผงซักฟอก-เคมีทำความสะอาด		
26724886461	(5ถุง) ผงซักฟอกชัวร์ SURE 350g ผงซักผ้า ราคาถูก แฟ๊บ หอมยาว ใช้ได้นาน สำหรับฝาหน้า	ของใช้ในบ้าน-ทำความสะอาด	น้ำยา-ผงซักฟอก-เคมีทำความสะอาด		
23167280424	โซดาไฟ เกล็ด ตราสิงห์อย่างดี โซดาไฟ (ยกลัง บรรจุ20ห่อ 20กิโลกรัม)	ของใช้ในบ้าน-ทำความสะอาด	น้ำยา-ผงซักฟอก-เคมีทำความสะอาด	Singha(สิงห์)	
28157134229	น้ำยากัดสนิมทำความสะอาดโลหะ โครเมี่ยม ขจัดคราบสนิม ล้างสนิม ทำความสะอาดหน้าผิวโลหะ เหล็ก	ของใช้ในบ้าน-ทำความสะอาด	น้ำยา-ผงซักฟอก-เคมีทำความสะอาด		
43450496171	ผงซักฟอก ชัวร์ 9000กรัม 4 in 1 พร้อมช้อน เครื่องซักผ้าฝาบน และ ฝาหน้า SURE 9KG มีประสิทธิภาพต้านเชื้อแบคทีเรีย Clean	ของใช้ในบ้าน-ทำความสะอาด	น้ำยา-ผงซักฟอก-เคมีทำความสะอาด		
25790559297	ผงซักฟอกชัวร์ ถังใหญ่ SURE 7000กรัม ราคาถูก ถังซัก แฟ๊บ พร้อมช้อน หอมยาว ใช้ได้นาน มีมอก. အဝတ်လျှော်ဆပ်ပြာမှုန့်	ของใช้ในบ้าน-ทำความสะอาด	น้ำยา-ผงซักฟอก-เคมีทำความสะอาด		2 ถังใหญ่ (1แถม1) / 1 ถังใหญ่
25840563706	ผงซักฟอก ชัวร์ ถังใหญ่ SURE 7000กรัม ราคาถูก ถังซัก แฟ๊บ พร้อมช้อน หอมยาว ใช้ได้นาน အဝတ်လျှော်ဆပ်ပြာမှုန့်	ของใช้ในบ้าน-ทำความสะอาด	น้ำยา-ผงซักฟอก-เคมีทำความสะอาด	Sure(ชัวร์)	2 ถังใหญ่ (1แถม1) / 1 ถังใหญ่
56362660630	ผงซักฟอกชัวร์ สูตรเข้มข้น ถังใหญ่ SURE 7000กรัม ราคาถูก ถังซัก แฟ๊บ พร้อมช้อน หอมยาว ใช้ได้นาน มีมอก.	ของใช้ในบ้าน-ทำความสะอาด	น้ำยา-ผงซักฟอก-เคมีทำความสะอาด	Sure(ชัวร์)	1 ถังใหญ๋ 7000 กรัม
24203777233	ยาขัดเงา CANA กาน่า ครีมขัดสีรถ ลบรอยขนแมว 200 กรัม เคลือบเงาแวววาว คาน่า	ของใช้ในบ้าน-ทำความสะอาด	น้ำยา-ผงซักฟอก-เคมีทำความสะอาด		
21387040492	ยาขัดเงา CANA กาน่า **ยกลัง12ชิ้น** ครีมขัดสีรถ ลบรอยขนแมว 200 กรัม เคลือบเงาแวววาว คาน่า	ของใช้ในบ้าน-ทำความสะอาด	น้ำยา-ผงซักฟอก-เคมีทำความสะอาด	Cana(กาน่า)	
8522279104	SONAX โซแนกซ์น้ำมันครอบจักรวาล น้ำมันอเนกประสงค์ กันสนิม Mos 2 Oil คุ้มค่า ราคาถูก คุณภาพดี!!!	ของใช้ในบ้าน-ทำความสะอาด	น้ำยา-ผงซักฟอก-เคมีทำความสะอาด	SONAX(โซแน็กซ์)	SONAX 300 ML (โปร) / SONAX 200 ML / SONAX 500 ML (โปร) / SONAX 300 ML / SONAX 500 ML / SONAX 150 ML (โปร) / SONAX 400 ML (โปร) / SONAX 400 ML / SONAX 200 ML (โปร) / SONAX 150 ML
16230356299	SONAX โซแนกซ์ **ยกลัง** น้ำมันครอบจักรวาล น้ำมันอเนกประสงค์ กันสนิม Sonax Mos 2 Oil คุ้มค่า ราคาถูก คุณภาพดี!!!	ของใช้ในบ้าน-ทำความสะอาด	น้ำยา-ผงซักฟอก-เคมีทำความสะอาด	SONAX(โซแน็กซ์)	(SONAX ยกลัง 400ML) / SONAX ยกลัง 150ML / (SONAX ยกลัง 300ML) / SONAX ยกลัง 300ML / SONAX ยกลัง 400ML / SONAX ยกลัง 500ML / (SONAX ยกลัง 500ML) / SONAX ยกลัง 200ML / (SONAX ยกลัง 200ML) / (SONAX ยกลัง 150ML)
23755937573	ฟองน้ำล้างรถ เลข8 ฟองน้ำเอนกประสงค์ ล้างรถคละสี เนื้อเหนียวนุ่ม เช็ดรถ ทำความสะอาดรถ	ของใช้ในบ้าน-ทำความสะอาด	อุปกรณ์ทำความสะอาด		
22555932647	ฟองน้ำล้างรถ หนา ละเอียด SPONGE ฟองน้ำเอนกประสงค์ เนื้อเหนียวนุ่ม เช็ดรถ ทำความสะอาดรถ	ของใช้ในบ้าน-ทำความสะอาด	อุปกรณ์ทำความสะอาด		
27550571279	(1ชิ้น) ค้อนช่างทองด้ามไฟเบอร์ META ค้อนช่างไฟ ค้อนตีกิ้ป ค้อนตีฝ้า 100 - 600 กรัม คละสี	เครื่องมือช่างมือ	ค้อน-สิ่ว-ตะไบ-สกัด	Meta(เมต้า)	200กรัม/1ชิ้น / 250กรัม/1ชิ้น / 300กรัม/1ชิ้น / 400กรัม/1ชิ้น / 500กรัม/1ชิ้น / 600กรัม/1ชิ้น / 100กรัม/1ชิ้น / 150กรัม/1ชิ้น
24926406684	( 1 ชิ้น) ค้อนหงอนด้ามไฟเบอร์ 27 mm. EPISODE ตอกตะปู ตีตะปู งัดตะปู ขนาดพกพา แข็งแรง ทนทานมาก	เครื่องมือช่างมือ	ค้อน-สิ่ว-ตะไบ-สกัด		
25727119995	(1ชิ้น) สกัดหุ้มยาง Eagle One สกัดปลายแหลม สกัดปลายแบน สิ่วหน้าแคบ สกัดเหล็ก สกัดหิน สกัดปูน5/8" ยาว 10 นิ้ว	เครื่องมือช่างมือ	ค้อน-สิ่ว-ตะไบ-สกัด	Eagle One(อีเกิ้ล วัน)	สกัดหุ้มยาง ปากแบน / สกัดหุ้มยาง ปากแหลม
24881981334	(1อัน) ค้อนยางด้ามไฟเบอร์ ตราไฮเทค HI-TECH มีให้เลือก 3ขนาด: 8/12/16oz ค้อนยางสีดำ ด้ามไฟเบอร์ คุณภาพดี	เครื่องมือช่างมือ	ค้อน-สิ่ว-ตะไบ-สกัด	HI-TEK(ไฮเทค)	8 ออนซ์ / 12 ออนซ์ / 16 ออนซ์
24532488424	ค้อนเล็ก ค้อนสั้น มินิ ถอนตะปู ด้ามไฟเบอร์ จับถนัดมือ ขนาดพกพา ค้อนเต็นท์	เครื่องมือช่างมือ	ค้อน-สิ่ว-ตะไบ-สกัด		
24277113405	**ยกกล่อง 12ชิ้น** สกัดหุ้มยาง Eagle One สกัดปลายแหลม สกัดปลายแบน สิ่วหน้าแคบ สกัดเหล็ก สกัดหิน สกัดปูน5/8" ยาว 10 นิ้ว	เครื่องมือช่างมือ	ค้อน-สิ่ว-ตะไบ-สกัด	Eagle One(อีเกิ้ล วัน)	สกัดหุ้มยาง ปากแหลม / สกัดหุ้มยาง ปากแบน
26950576037	**ยกกล่อง 6ชิ้น** ค้อนช่างทองด้ามไฟเบอร์ META ค้อนช่างไฟ ค้อนตีกิ้ป ค้อนตีฝ้า 100 - 600 กรัม คละสี	เครื่องมือช่างมือ	ค้อน-สิ่ว-ตะไบ-สกัด	Meta(เมต้า)	300กรัม/6ชิ้น / 400กรัม/6ชิ้น / 500กรัม/6ชิ้น / 600กรัม/6ชิ้น / 100กรัม/6ชิ้น / 150กรัม/6ชิ้น / 200กรัม/6ชิ้น / 250กรัม/6ชิ้น
25626403196	**ยกกล่อง 6 ชิ้น** ค้อนหงอนด้ามไฟเบอร์ 27 mm. EPISODE ตอกตะปู ตีตะปู งัดตะปู ขนาดพกพา แข็งแรง ทนทานมาก	เครื่องมือช่างมือ	ค้อน-สิ่ว-ตะไบ-สกัด		
24378607552	( 1 ชิ้น ) กรรไกรตัดเหล็กเส้น MACOH คีมตัดเหล็ก กรรไกรตัดลวด มีขาด 12-42 นิ้ว ทนทาน แข็งแรง	เครื่องมือช่างมือ	คีม-ประแจ-ไขควง		12 นิ้ว / 14 นิ้ว / 18 นิ้ว / 24 นิ้ว / 30 นิ้ว / 36 นิ้ว / 42 นิ้ว
25176387503	(1ชิ้น) กลอนขวางดำ ตราระฆัง พร้อมหูคล้อง สำหรับล็อคประตู * มีหลายขนาดให้เลือก *	เครื่องมือช่างมือ	คีม-ประแจ-ไขควง		1/2 x 6" / 1/2 x 8" / 3/8 x 4" / 3/8 x 5" / 3/8 x 6"
29800470809	(1ชิ้น) กุญแจจับแป๊บ 2 ขา MACOH ประแจคอม้า ประเเจจับแป๊บขาคู่ คีมประปา ประแจ จับแป๊ป 2 ขา แข็งแรง ทนทาน	เครื่องมือช่างมือ	คีม-ประแจ-ไขควง	Macoh(มาโค)	2 นิ้ว / 3 นิ้ว / 4 นิ้ว / 1 นิ้ว / 1.1/2 นิ้ว
26101294869	(1ชิ้น) คีมปากจิ้งจก ชุบสตีมด้ามเขียว META No.22-36 ขนาด 7 นิ้ว คีมจับ คีมหนีบ คีมตัดลวด คีมตัดสายไฟ	เครื่องมือช่างมือ	คีม-ประแจ-ไขควง	Meta(เมต้า)	
28451300369	(1ชิ้น) คีมปากจิ้งจก ด้ามแดง META ขนาด 7 นิ้ว No.22-32 คีมจับ คีมหนีบ คีมตัดลวด คีมตัดสายไฟ	เครื่องมือช่างมือ	คีม-ประแจ-ไขควง	Meta(เมต้า)	
24479521472	( 1ชิ้น) คีมปากเฉียง ชุบสตรีมด้ามเขียว META No.22-36 ขนาด 8 นิ้ว งานตัด สายไฟ พลาสติก ปากคม แข็งแรง ทนทาน	เครื่องมือช่างมือ	คีม-ประแจ-ไขควง	Meta(เมต้า)	
28951298654	(1ชิ้น) คีมปากเฉียง ด้ามเขียวหัวชุบดำ META No.98-2 ขนาด 6 นิ้ว คีมจับ คีมหนีบ คีมตัดลวด คีมตัดสายไฟ	เครื่องมือช่างมือ	คีม-ประแจ-ไขควง	Meta(เมต้า)	
29151305931	(1ชิ้น) คีมปากเฉียง ด้ามแดง META ขนาด 8 นิ้ว No.22-31 คีมจับ คีมหนีบ คีมตัดลวด คีมตัดสายไฟ	เครื่องมือช่างมือ	คีม-ประแจ-ไขควง	Meta(เมต้า)	
25574808009	(1ชิ้น) คีมปากแหลม ด้ามเขียวหัวชุบดำ META No.98-3 ขนาด 8 นิ้ว คีมจับ คีมหนีบ คีมตัดลวด	เครื่องมือช่างมือ	คีม-ประแจ-ไขควง	Meta(เมต้า)	
24974791698	(1ชิ้น) คีมปากแหลม META No.22-33 ขนาด 8 นิ้ว คีมจับ คีมหนีบ คีมตัดลวด	เครื่องมือช่างมือ	คีม-ประแจ-ไขควง	Meta(เมต้า)	
25971848745	(1ชิ้น) คีมผูกลวดสีฟ้า 8” ปลาหมึกเบ็ด Squidhook คีมมัดลวด 8นิ้ว ปากนกแก้ว คีมตัดลวด ตัดปลายตะปู	เครื่องมือช่างมือ	คีม-ประแจ-ไขควง	Squidhook(สควิดฮุค)	
24525738591	(1ชิ้น) คีมผูกลวด SMIC ขนาด 8" มัดลวด ตัดลวด คุ้มค่า คุ้มราคา	เครื่องมือช่างมือ	คีม-ประแจ-ไขควง	Smic(สมิค)	
26401200240	(1ชิ้น) คีมมินิปากแบน META 5" แบบมีฟัน และไม่มีฟัน คีมตัดลวด คีมตัด คีมตัดสายไฟ คีมช่าง คุณภาพดี	เครื่องมือช่างมือ	คีม-ประแจ-ไขควง	Meta(เมต้า)	มีฟัน 11-54/1ชิ้น / ไม่มีฟัน 11-55/1ชิ้น
24378597939	( 1 ชิ้น) คีมย้ำรีเวทSTANLEY คีมย้ำรีเวท ยิงรีเวท ตัวยิงลูกรีเวท ลูกยิงรีเวท ที่ยิงรีเวท คีมย้ำรีเวท คีมย้ำรีเวท	เครื่องมือช่างมือ	คีม-ประแจ-ไขควง		
24477165322	( 1ชิ้น) ดอกลมหัวลูกบล็อค META ดอกลม หัวลูกบล็อค ลูกบล็อก ยิงหลังคา	เครื่องมือช่างมือ	คีม-ประแจ-ไขควง	Meta(เมต้า)	หัวลูกบล็อค 8x45 / หัวลูกบล็อค 8x65
